Community Board Complaints  6/1/2015 to 6/30/2015,,,,,,,,,,,
Complaint Number,Status,Date Entered,Address,Bin,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
2212645,ACTIVE,6/12/2015,2973 EAST TREMONT AVENUE,2125437,211,,5,BRONX,,,
2212646,ACTIVE,6/12/2015,2449 HOFFMAN STREET,2011803,206,,4,ERT,,,
2212647,CLOSED,6/12/2015,3205 LAFAYETTE AVENUE,2077757,210,,6,BRONX,6/17/2015,A8,6/11/2015
2212648,ACTIVE,6/12/2015,3135 JOHNSON AVENUE,2083422,208,,4B,SEP,6/19/2015,C1,6/15/2015
2212649,CLOSED,6/12/2015,3901 INDEPENDENCE AVENUE,2085872,208,,4B,SEP,6/16/2015,I2,6/15/2015
2212650,CLOSED,6/12/2015,2727 PALISADE AVENUE,2083473,208,,4B,SEP,6/16/2015,I2,6/15/2015
2212651,CLOSED,6/12/2015,1841 HOBART AVENUE,2046591,210,,4B,SEP,6/19/2015,I2,6/17/2015
2212652,CLOSED,6/12/2015,5226 ARLINGTON AVENUE,2086227,208,,4B,SEP,6/25/2015,I2,6/23/2015
2212653,CLOSED,6/12/2015,999 BRUSH AVENUE,2079870,210,IBZ,4B,SEP,6/16/2015,I2,6/15/2015
2212654,ACTIVE,6/12/2015,2846 BRIGGS AVENUE,2016897,207,,71,BRONX,6/29/2015,C3,6/25/2015
2212655,ACTIVE,6/12/2015,707 EAST 242 STREET,2071915,212,,63,ELEVR,,,
2212656,ACTIVE,6/12/2015,2075 VYSE AVENUE,2109542,206,,45,BRONX,,,
2212657,ACTIVE,6/12/2015,1116 HOE AVENUE,2006047,202,,58,BOILR,,,
2212658,CLOSED,6/12/2015,755 WHITE PLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212659,CLOSED,6/12/2015,2131 VYSE AVENUE,2013243,206,,10,ERT,6/15/2015,I2,6/15/2015
2212660,CLOSED,6/12/2015,755 WHITE PLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212661,CLOSED,6/12/2015,755 WHITEPLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212662,CLOSED,6/12/2015,755 WHITEPLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212663,ACTIVE,6/12/2015,1771 MONROE AVENUE,2007451,205,,63,ELEVR,,,
2212664,ACTIVE,6/13/2015,1061 GRANT AVENUE,2002634,204,,29,BRONX,,,
2212665,CLOSED,6/13/2015,755 WHITE PLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212666,ACTIVE,6/13/2015,789 WARING AVENUE,2051408,211,,63,ELEVR,,,
2212667,ACTIVE,6/13/2015,1245 GRANDVIEW PLACE,2002854,204,,80,ELEVR,,,
2212668,CLOSED,6/13/2015,3340 FORT INDEPENDENCE STREET,2015810,208,,58,BOILR,6/29/2015,I2,6/27/2015
2212669,ACTIVE,6/13/2015,2144 BRONX PARK EAST,2049368,211,,63,ELEVR,,,
2212670,CLOSED,6/13/2015,755 WHITEPLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212671,ACTIVE,6/13/2015,2685 UNIVERSITY AVENUE,2015260,208,,63,ELEVR,,,
2212672,CLOSED,6/13/2015,1173 GRAND CONCOURSE,2002837,204,,37,ERT,6/15/2015,I2,6/15/2015
2212673,ACTIVE,6/13/2015,1548 JESUP AVENUE,2008702,204,,74,BRONX,,,
2212674,CLOSED,6/13/2015,27 HARPER COURT,2101354,212,,18,ERT,6/15/2015,I2,6/15/2015
2212675,ACTIVE,6/13/2015,1245 GRANDVIEW PLACE,2002854,204,,63,ELEVR,,,
2212676,ACTIVE,6/13/2015,210 WEST 262 STREET,2085499,208,,4,ERT,,,
2212677,CLOSED,6/13/2015,2330 RYER AVENUE,2013566,205,,45,SPOPS,6/23/2015,A8,6/17/2015
2212678,CLOSED,6/13/2015,755 WHITEPLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212679,ACTIVE,6/13/2015,805 ADEE AVENUE,2055662,212,,45,BRONX,,,
2212680,CLOSED,6/13/2015,3411 IRWIN AVENUE,2083678,208,,37,ERT,6/15/2015,I2,6/15/2015
2212681,CLOSED,6/13/2015,3411 IRWIN AVENUE,2083678,208,,45,SPOPS,6/23/2015,I2,6/16/2015
2212682,CLOSED,6/13/2015,755 WHITEPLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212683,CLOSED,6/13/2015,755 WHITEPLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212684,CLOSED,6/13/2015,755 WHITEPLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212685,CLOSED,6/13/2015,755 WHITE PLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212686,ACTIVE,6/13/2015,80 WEST 170 STREET,2003099,204,,63,ELEVR,,,
2212687,ACTIVE,6/13/2015,2845 DECATUR AVENUE,2016562,207,,15,BRONX,,,
2212689,ACTIVE,6/13/2015,747 EAST 168 STREET,2091982,203,,63,ELEVR,,,
2212690,CLOSED,6/13/2015,272 EAST 237 STREET,2019148,212,,37,ERT,6/15/2015,I2,6/15/2015
2212691,CLOSED,6/13/2015,755 WHITE PLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,H1,6/25/2015
2212692,ACTIVE,6/13/2015,2538 VALENTINE AVENUE,2013617,207,,63,ELEVR,,,
2212694,ACTIVE,6/13/2015,3343 SEDGEWICK AVENUE,2015662,208,,63,ELEVR,,,
2212695,CLOSED,6/13/2015,755 WHITE PLAINS ROAD,2092718,209,,63,ELEVR,6/26/2015,I2,6/25/2015
2212696,CLOSED,6/13/2015,967 KELLY STREET,2114693,202,,63,ELEVR,6/25/2015,H1,6/24/2015
2212697,ACTIVE,6/14/2015,1307 EDWARD L GRANT HIGHWAY,2003109,204,,63,ELEVR,,,
2212698,ACTIVE,6/14/2015,1590 UNDERCLIFF AVENUE,2092064,205,,63,ELEVR,,,
2212699,CLOSED,6/14/2015,1040 HOE AVENUE,2098399,202,,30,ERT,6/15/2015,Y3,6/13/2015
2212700,ACTIVE,6/14/2015,2271 WASHINGTON AVENUE,2011340,206,,63,ELEVR,,,
2212701,ACTIVE,6/14/2015,2271 WASHINGTON AVENUE,2011340,206,,63,ELEVR,,,
2212702,ACTIVE,6/14/2015,2180 GRAND CONCOURSE,2013705,205,,63,ELEVR,,,
2212703,ACTIVE,6/14/2015,879 INTERVALE AVENUE,2113352,202,,45,BRONX,,,
2212704,ACTIVE,6/14/2015,881 INTERVALE AVENUE,2113351,202,,71,BRONX,,,
2212706,CLOSED,6/14/2015,2505 OLINVILLE AVENUE,2051281,211,,30,ERT,6/16/2015,C2,6/16/2015
2212707,ACTIVE,6/14/2015,3909 SETON AVENUE,2066835,212,,5,BRONX,,,
2212708,ACTIVE,6/14/2015,3909 SETON AVENUE,2066835,212,,45,BRONX,,,
2212709,CLOSED,6/14/2015,3909 SETON AVENUE,2066835,212,,59,ELCTR,6/23/2015,C2,6/22/2015
2212710,CLOSED,6/14/2015,3909 SETON AVENUE,2066835,212,,90,OBM,6/26/2015,C2,6/25/2015
2212711,CLOSED,6/14/2015,883 CAULDWELL AVENUE,2004475,203,,45,BRONX,6/16/2015,A3,6/16/2015
2212712,ACTIVE,6/14/2015,2184 LIGHT STREET,2066404,212,,45,BRONX,,,
2212713,ACTIVE,6/14/2015,1988 NEWBOLD AVENUE,2025917,209,,63,ELEVR,,,
2212714,ACTIVE,6/14/2015,2184 LIGHT STREET,2066404,212,,5,BRONX,,,
2212715,ACTIVE,6/14/2015,2180 GRAND CONCOURSE,2013705,205,,63,ELEVR,,,
2212716,CLOSED,6/14/2015,500 EAST 165 STREET,2116712,203,,30,ERT,6/15/2015,I2,6/15/2015
2212717,ACTIVE,6/14/2015,3426 DEKALB AVENUE,2017766,207,,4,ERT,,,
2212718,ACTIVE,6/14/2015,529 VAN NEST AVENUE,2042599,211,,29,BRONX,,,
2212719,ACTIVE,6/14/2015,3309 TIEMANN AVENUE,2124514,212,,54,BRONX,,,
2212720,ACTIVE,6/14/2015,1775 WALTON AVENUE,2008216,205,,58,BOILR,,,
2212721,ACTIVE,6/14/2015,2055 CRUGER AVENUE,2048776,211,,63,ELEVR,,,
2212723,ACTIVE,6/14/2015,2180 GRAND CONCOURSE,2013705,205,,63,ELEVR,,,
2212725,ACTIVE,6/14/2015,3660 EAST TREMONT AVENUE,2079915,210,,73,BRONX,,,
2212727,ACTIVE,6/14/2015,1025 BOYNTON AVENUE,2023480,209,,58,BOILR,6/29/2015,C1,6/27/2015
2212729,ACTIVE,6/15/2015,746 EAST 215 STREET,2057864,212,,29,BRONX,,,
2212730,ACTIVE,6/15/2015,2454 TIEBOUT AVENUE,2010998,205,,63,ELEVR,,,
2212731,CLOSED,6/15/2015,346 EAST 173 STREET,2007315,204,,37,ERT,6/15/2015,A8,6/15/2015
2212732,ACTIVE,6/15/2015,1280 SHERIDAN AVENUE,2002694,204,,63,ELEVR,,,
2212733,ACTIVE,6/15/2015,6 INDIAN TRAIL,2101092,210,,31,BRONX,,,
2212735,ACTIVE,6/15/2015,2883 EAST 196 STREET,2047624,210,,74,ERT,6/15/2015,D5,6/15/2015
2212736,ACTIVE,6/15/2015,1771 MONROE AVENUE,2007451,205,,63,ELEVR,,,
2212737,ACTIVE,6/15/2015,136 WEST 170 STREET,2003360,204,,45,BRONX,,,
2212738,CLOSED,6/15/2015,2055 DAVIDSON AVENUE,2014159,205,,37,ERT,6/16/2015,I2,6/16/2015
2212739,CLOSED,6/15/2015,1066 FOX STREET,2005790,202,,10,ERT,6/16/2015,I2,6/16/2015
2212740,ACTIVE,6/15/2015,1051 VIRGINIA AVENUE,2023692,209,,5,BRONX,,,
2212741,ACTIVE,6/15/2015,5625 ARLINGTON AVENUE,2086312,208,,63,ELEVR,,,
2212742,ACTIVE,6/15/2015,2315 UNIVERSITY AVENUE,2014744,207,,63,ELEVR,,,
2212743,CLOSED,6/15/2015,1131 OGDEN AVENUE,2088158,204,,63,ELEVR,6/30/2015,H1,6/24/2015
2212744,CLOSED,6/15/2015,4518 MURDOCK AVENUE,2072145,212,,30,ERT,6/15/2015,I2,6/15/2015
2212746,ACTIVE,6/15/2015,946 COLLEGE AVENUE,2116172,204,,53,BRONX,,,
2212748,CLOSED,6/15/2015,1338 ELDER AVENUE,2027425,209,,37,ERT,7/1/2015,A8,6/24/2015
2212749,CLOSED,6/15/2015,590 WALES AVENUE,2004667,201,,1Z,EXEC,6/27/2015,I2,6/26/2015
2212750,ACTIVE,6/15/2015,916 CLARENCE AVENUE,2077936,210,,55,ERT,6/16/2015,D5,6/16/2015
2212751,ACTIVE,6/15/2015,3346 FENTON AVENUE,2060831,212,,83,BRONX,,,
2212752,CLOSED,6/15/2015,1515 SELWYN AVENUE,2007821,204,,58,BOILR,6/15/2015,A8,6/15/2015
2212753,ACTIVE,6/15/2015,1954 EDISON AVENUE,2047325,210,,45,BRONX,,,
2212754,ACTIVE,6/15/2015,1954 EDISON AVENUE,2047325,210,,94,PLUMB,6/16/2015,D2,6/15/2015
2212755,ACTIVE,6/15/2015,1954 EDISON AVENUE,2047325,210,,49,SPOPS,,,
2212757,ACTIVE,6/15/2015,693 EAST 142 STREET,2115574,201,,5,BRONX,,,
2212758,ACTIVE,6/15/2015,3044 LACONIA AVENUE,2055946,211,,45,BRONX,,,
2212760,ACTIVE,6/15/2015,1314 SENECA AVENUE,2006460,202,,63,ELEVR,,,
2212761,ACTIVE,6/15/2015,2538 VALENTINE AVENUE,2013617,207,,63,ELEVR,,,
2212763,ACTIVE,6/15/2015,3140 DECATUR AVENUE,2018533,207,,71,BRONX,,,
2212765,ACTIVE,6/15/2015,873 CAULDWELL AVENUE,2004478,203,,83,BRONX,,,
2212766,ACTIVE,6/15/2015,887 CAULDWELL AVENUE,2004473,203,,5,BRONX,,,
2212767,CLOSED,6/15/2015,666 EAST 235 STREET,2068106,212,,37,ERT,6/17/2015,C2,6/17/2015
2212768,CLOSED,6/15/2015,895 BERMOUT PLACE,9999992,2,,4,ERT,6/15/2015,K1,6/15/2015
2212769,CLOSED,6/15/2015,967 KELLY STREET,2114693,202,,63,ELEVR,6/25/2015,I2,6/24/2015
2212771,ACTIVE,6/16/2015,2280 ANDREWS AVENUE,2014737,207,,63,ELEVR,,,
2212772,ACTIVE,6/16/2015,3525 JOHNSON AVENUE,2084160,208,,83,BRONX,,,
2212773,CLOSED,6/16/2015,3525 JOHNSON AVENUE,2084160,208,,65,PLUMB,6/17/2015,I2,6/17/2015
2212776,ACTIVE,6/16/2015,578 EAST 166 STREET,2114984,203,,45,BRONX,,,
2212777,ACTIVE,6/16/2015,954 EAST 232 STREET,2064765,212,,31,BRONX,,,
2212778,ACTIVE,6/16/2015,2175 RYER AVENUE,2013716,205,,63,ELEVR,,,
2212779,ACTIVE,6/16/2015,2538 VALENTINE AVENUE,2013617,207,,63,ELEVR,,,
2212780,ACTIVE,6/16/2015,825 MORRISON AVENUE,2092725,209,,63,ELEVR,,,
2212781,CLOSED,6/16/2015,928 TINTON AVENUE,2004809,203,,37,ERT,6/17/2015,I2,6/17/2015
2212782,ACTIVE,6/16/2015,2118 WALLACE AVENUE,2093290,211,,63,ELEVR,,,
2212783,CLOSED,6/16/2015,883 CAULDWELL AVENUE,2004475,203,,52,PLUMB,6/22/2015,A3,6/16/2015
2212784,ACTIVE,6/16/2015,1770 MAHAN AVENUE,2046289,210,,49,SPOPS,6/16/2015,E6,6/16/2015
2212785,ACTIVE,6/16/2015,1564 TAYLOR AVENUE,2028706,209,,5,BRONX,,,
2212788,ACTIVE,6/16/2015,105 WILLIS AVENUE,2117111,201,,5,BRONX,,,
2212789,CLOSED,6/16/2015,1101 FTELEY AVENUE,2024061,209,,30,ERT,6/17/2015,I2,6/17/2015
2212790,CLOSED,6/16/2015,2797 WEBB AVENUE,2015384,208,,2B,BRONX,6/23/2015,I2,6/17/2015
2212791,CLOSED,6/16/2015,883 CAULDWELL AVENUE,2004475,203,,94,PLUMB,6/22/2015,A8,6/16/2015
2212792,CLOSED,6/16/2015,883 CAULDWELL AVENUE,2004475,203,,66,PLUMB,6/22/2015,A8,6/16/2015
2212793,CLOSED,6/16/2015,16 GABRIEL DRIVE,2090143,211,,59,ELCTR,6/24/2015,C2,6/24/2015
2212794,ACTIVE,6/16/2015,2326 BATHGATE AVENUE,2011606,206,,94,PLUMB,6/17/2015,D2,6/17/2015
2212796,ACTIVE,6/16/2015,2833 ELY AVENUE,2116909,212,,71,BRONX,,,
2212797,CLOSED,6/16/2015,17 VAN CORLEAR PLACE,1064624,208,,66,PLUMB,6/23/2015,I2,6/17/2015
2212798,CLOSED,6/16/2015,1040 HOE AVENUE,2098399,202,,1Z,EXEC,6/22/2015,I2,6/17/2015
2212799,CLOSED,6/16/2015,923 WALTON AVENUE,2002917,204,,45,SPOPS,6/25/2015,Y3,6/24/2015
2212800,CLOSED,6/16/2015,3677 WHITE PLAINS ROAD,2057423,212,,4M,BEST,6/16/2015,L1,6/16/2015
2212802,ACTIVE,6/16/2015,1237 CASTLE HILL AVENUE,2026572,209,,5,BRONX,,,
2212803,CLOSED,6/16/2015,627 FAILE STREET,2127125,202,,5,BRONX,6/18/2015,A3,6/17/2015
2212804,CLOSED,6/16/2015,1500 PHOPAM AVENUE,9999992,2,,45,BRONX,6/17/2015,K1,6/17/2015
2212805,CLOSED,6/16/2015,629 FAILE STREET,2127128,202,,5,BRONX,6/18/2015,A3,6/17/2015
2212806,ACTIVE,6/16/2015,766 VAN NEST AVENUE,2043206,211,,29,BRONX,,,
2212807,ACTIVE,6/16/2015,938 DUNCAN STREET,2056534,212,,94,PLUMB,6/17/2015,D2,6/17/2015
2212808,ACTIVE,6/16/2015,1005 JEROME AVENUE,2091244,204,,63,ELEVR,,,
2212809,ACTIVE,6/16/2015,1171 WASHINGTON AVENUE,2098327,203,,63,ELEVR,,,
2212810,CLOSED,6/16/2015,1225 SHERIDAN AVENUE,2002772,204,,30,ERT,6/16/2015,Y3,6/16/2015
2212812,CLOSED,6/16/2015,2810 OLINVILLE AVENUE,2053540,211,,10,ERT,6/17/2015,A8,6/17/2015
2212813,CLOSED,6/16/2015,322 WEST 231 STREET,2083214,208,,91,SCFLD,7/1/2015,L2,7/1/2015
2212814,ACTIVE,6/16/2015,1116 ELLSWORTH AVENUE,2072826,210,,85,BRONX,,,
2212815,ACTIVE,6/16/2015,2538 VALENTINE AVENUE,2013617,207,,63,ELEVR,,,
2212816,CLOSED,6/16/2015,702 EAGLE AVENUE,2091324,201,,37,ERT,6/17/2015,A3,6/17/2015
2212817,ACTIVE,6/16/2015,1006 GERARD AVENUE,2002935,204,,45,SPOPS,6/24/2015,E6,6/24/2015
2212818,CLOSED,6/16/2015,1006 GERARD AVENUE,2002935,204,,37,ERT,6/17/2015,A8,6/17/2015
2212819,ACTIVE,6/16/2015,1006 GERARD AVENUE,2002935,204,,55,BRONX,,,
2212820,CLOSED,6/16/2015,1578 EDISON AVENUE,2074678,210,,35,BRONX,6/17/2015,F6,6/17/2015
2212824,CLOSED,6/16/2015,606 KING AVENUE,2082887,210,,30,ERT,6/18/2015,H1,6/18/2015
2212825,ACTIVE,6/17/2015,1171 WASHINGTON AVENUE,2098327,203,,63,ELEVR,,,
2212826,CLOSED,6/17/2015,400 CLAREMONT PARKWAY,2009395,203,,37,ERT,6/19/2015,C2,6/19/2015
2212827,ACTIVE,6/17/2015,1319 PLIMPTON AVENUE,2003372,204,,71,BRONX,,,
2212828,CLOSED,6/17/2015,6 EAST 167 STREET,2003026,204,,30,ERT,6/17/2015,Y3,6/17/2015
2212829,CLOSED,6/17/2015,1417 PROSPECT AVENUE,2010200,203,,30,ERT,6/18/2015,A8,6/18/2015
2212830,CLOSED,6/17/2015,535 UNION AVENUE,2816297,201,,23,SCFLD,6/23/2015,I2,6/19/2015
2212831,ACTIVE,6/17/2015,200 WEST TREMONT AVENUE,2008966,205,,80,ELEVR,,,
2212832,ACTIVE,6/17/2015,158 REVILLE STREET,2082666,210,,45,BRONX,,,
2212834,ACTIVE,6/17/2015,2279 TIEBOUT AVENUE,2013410,205,,29,BRONX,,,
2212835,CLOSED,6/17/2015,1066 FOX STREET,2005790,202,,3,ERT,6/17/2015,H1,6/17/2015
2212836,ACTIVE,6/17/2015,75 EAST 190 STREET,2013929,207,,45,BRONX,,,
2212837,CLOSED,6/17/2015,201 MARCY PLACE,2811801,204,,91,ERT,6/19/2015,H1,6/17/2015
2212838,ACTIVE,6/17/2015,3335 BOUCK AVENUE,2060488,212,,29,BRONX,,,
2212839,ACTIVE,6/17/2015,976 TINTON AVENUE,2004826,203,,58,BOILR,6/17/2015,J1,6/12/2015
2212840,CLOSED,6/17/2015,201 MARCY PLACE,2811801,204,,12,BEST,7/1/2015,L2,7/1/2015
2212841,CLOSED,6/17/2015,1353 SHERIDAN AVENUE,2007985,204,,3,ERT,6/18/2015,I2,6/17/2015
2212842,ACTIVE,6/17/2015,1402 TAYLOR AVENUE,2028232,209,,45,BRONX,,,
2212843,CLOSED,6/17/2015,1800 DAVIDSON AVENUE,2008371,205,,4F,SCFLD,6/17/2015,A8,6/17/2015
2212844,CLOSED,6/17/2015,883 CAULDWELL AVENUE,2004475,203,,59,ELCTR,6/18/2015,A8,6/17/2015
2212845,ACTIVE,6/17/2015,1778 TOPPING AVENUE,2007498,205,,45,BRONX,,,
2212846,ACTIVE,6/17/2015,1319 MORRISON AVENUE,2027520,209,,45,BRONX,,,
2212847,ACTIVE,6/17/2015,747 EAST 168 STREET,2091982,203,,63,ELEVR,,,
2212848,CLOSED,6/17/2015,1353 SHERIDAN AVENUE,2007985,204,,3,ERT,6/17/2015,I2,6/17/2015
2212849,CLOSED,6/17/2015,PELHAM PARKWAY,9999992,2,,5,BRONX,6/17/2015,K1,6/17/2015
2212850,ACTIVE,6/17/2015,831 GERARD AVENUE,2002985,204,,74,BRONX,,,
2212851,ACTIVE,6/17/2015,2574 MARION AVENUE,2016312,207,,45,BRONX,,,
2212852,ACTIVE,6/17/2015,2499 BELMONT AVENUE,2012285,206,,31,BRONX,,,
2212853,ACTIVE,6/17/2015,520 WALES AVENUE,2003952,201,,55,BRONX,,,
2212854,CLOSED,6/17/2015,2538 CRUGER AVENUE,2051344,211,,65,PLUMB,6/17/2015,A9,6/17/2015
2212855,CLOSED,6/17/2015,2538 CRUGER AVENUE,2051344,211,,65,PLUMB,6/17/2015,H1,6/17/2015
2212856,ACTIVE,6/17/2015,2538 CRUGER AVENUE,2051344,211,,45,BRONX,6/18/2015,C1,6/18/2015
2212858,ACTIVE,6/17/2015,853 ELSMERE PLACE,2010155,206,,58,BOILR,,,
2212859,CLOSED,6/17/2015,321 EAST 166 STREET,2002268,204,,73,BRONX,6/22/2015,A3,6/19/2015
2212860,CLOSED,6/17/2015,157 WEST 231 STREET,2016144,208,,73,BRONX,6/22/2015,A3,6/19/2015
2212861,ACTIVE,6/17/2015,223 WEST 262 STREET,2116964,208,,83,BRONX,,,
2212862,CLOSED,6/17/2015,2510 VALENTINE AVENUE,2013615,207,,73,BRONX,6/23/2015,A3,6/18/2015
2212863,ACTIVE,6/17/2015,1402 TAYLOR AVENUE,2028232,209,,74,BRONX,,,
2212864,CLOSED,6/17/2015,2510 VALENTINE AVENUE,2013615,207,,73,BRONX,6/23/2015,A3,6/18/2015
2212866,CLOSED,6/17/2015,306 EAST 170 STREET,2007197,204,,73,BRONX,6/22/2015,A3,6/18/2015
2212867,CLOSED,6/17/2015,2600 NETHERLAND AVENUE,2083247,208,,23,SCFLD,6/18/2015,I2,6/17/2015
2212868,ACTIVE,6/17/2015,2055 CRUGER AVENUE,2048776,211,,63,ELEVR,,,
2212869,ACTIVE,6/17/2015,2055 CRUGER AVENUE,2048776,211,,63,ELEVR,,,
2212870,ACTIVE,6/17/2015,719 EAGLE AVENUE,2004332,201,,45,BRONX,,,
2212871,CLOSED,6/17/2015,1605 WILLIAMSBRIDGE ROAD,2044984,211,,86,BRONX,6/22/2015,H3,6/22/2015
2212872,CLOSED,6/17/2015,281 BUTTRICK AVENUE,2099291,210,,59,ELCTR,6/23/2015,I2,6/22/2015
2212874,ACTIVE,6/17/2015,788 MAGENTA STREET,2057033,212,,5,BRONX,,,
2212875,CLOSED,6/17/2015,1757 UNDERCLIFF AVENUE,2009206,205,,73,ERT,6/17/2015,I2,6/16/2015
2212877,ACTIVE,6/17/2015,480 EAST 188 STREET,2011753,206,,63,ELEVR,,,
2212879,ACTIVE,6/17/2015,480 EAST 188 STREET,2011753,206,,63,ELEVR,,,
2212881,ACTIVE,6/18/2015,2733 CRESTON AVENUE,2017561,207,,4,ERT,,,
2212882,ACTIVE,6/18/2015,776 MACE AVENUE,2051421,211,,63,ELEVR,,,
2212883,CLOSED,6/18/2015,1314 BALCOM AVENUE,2073472,210,,2B,BRONX,7/1/2015,A1,7/1/2015
2212884,CLOSED,6/18/2015,2874 GRAND CONCOURSE,2017173,207,,1Z,EXEC,6/23/2015,I2,6/19/2015
2212885,CLOSED,6/18/2015,2703 WEBB AVENUE,2015297,208,,88,BEST,6/18/2015,I2,6/18/2015
2212886,CLOSED,6/18/2015,6 EAST 167 STREET,2003026,204,,1Z,EXEC,6/23/2015,I2,6/18/2015
2212887,CLOSED,6/18/2015,1225 SHERIDAN AVENUE,2002772,204,,1Z,EXEC,6/23/2015,I2,6/18/2015
2212888,CLOSED,6/18/2015,911 WALTON AVENUE,2002918,204,,45,SPOPS,6/26/2015,A8,6/24/2015
2212889,ACTIVE,6/18/2015,1139 CROSBY AVENUE,2072731,210,,45,BRONX,,,
2212890,CLOSED,6/18/2015,1131 OGDEN AVENUE,2088158,204,,63,ELEVR,6/30/2015,H1,6/24/2015
2212891,CLOSED,6/18/2015,1131 OGDEN AVENUE,2088158,204,,63,ELEVR,6/30/2015,H1,6/24/2015
2212893,ACTIVE,6/18/2015,171 WEST 230 STREET,2124371,208,,4B,SEP,6/25/2015,C1,6/19/2015
2212894,CLOSED,6/18/2015,3130 GRAND CONCOURSE,2017347,207,,4B,SEP,6/22/2015,I2,6/19/2015
2212895,CLOSED,6/18/2015,440 EAST 162ND STREET,2001510,203,,2E,BEST,6/18/2015,P6,6/18/2015
2212896,CLOSED,6/18/2015,1465 JEROME AVENUE,2008317,204,,4B,SEP,6/22/2015,I2,6/19/2015
2212897,CLOSED,6/18/2015,396 EAST 167 STREET,2002071,204,,4B,SEP,6/22/2015,I2,6/19/2015
2212898,CLOSED,6/18/2015,170 BROWN PLACE,2000023,201,,4B,SEP,6/22/2015,I2,6/19/2015
2212899,CLOSED,6/18/2015,2720 BRONX PARK EAST,2093450,211,,37,ERT,6/19/2015,A8,6/19/2015
2212900,ACTIVE,6/18/2015,ROCKWOOD STREET,9999992,204,,35,BRONX,,,
2212901,CLOSED,6/18/2015,1131 OGDEN AVENUE,2088158,204,,63,ELEVR,6/30/2015,H1,6/24/2015
2212902,CLOSED,6/18/2015,1558 STILLWELL AVENUE,2047021,211,,4B,SEP,6/22/2015,I2,6/19/2015
2212903,ACTIVE,6/18/2015,1590 UNDERCLIFF AVENUE,2092064,205,,63,ELEVR,,,
2212904,ACTIVE,6/18/2015,18 JACOBUS PLACE,1064645,208,,45,BRONX,,,
2212905,ACTIVE,6/18/2015,761 DAWSON STREET,2005334,202,,15,BRONX,,,
2212906,CLOSED,6/18/2015,901 WALTON AVENUE,2002925,204,,37,ERT,6/19/2015,I2,6/19/2015
2212907,ACTIVE,6/18/2015,2714 WALLACE AVENUE,2053703,211,,45,BRONX,,,
2212908,ACTIVE,6/18/2015,1328 ALLERTON AVENUE,2052606,211,,5,BRONX,,,
2212909,ACTIVE,6/18/2015,1157 WILCOX AVENUE,2072957,210,,35,BRONX,,,
2212910,CLOSED,6/18/2015,2664 BRIGGS AVENUE,2016839,207,,59,ELCTR,6/23/2015,I2,6/22/2015
2212911,CLOSED,6/18/2015,2691 RESERVOIR AVENUE,2015248,208,,37,ERT,6/19/2015,I2,6/19/2015
2212913,ACTIVE,6/18/2015,123 EAST 169 STREET,2008040,204,,45,BRONX,,,
2212914,CLOSED,6/18/2015,WEST  262 STREET,9999992,208,,5,BRONX,6/22/2015,K1,6/22/2015
2212915,ACTIVE,6/18/2015,1150 INTERVALE AVENUE,2114126,202,,63,ELEVR,,,
2212918,ACTIVE,6/18/2015,3031 BRONXWOOD AVENUE,2055725,212,,45,BRONX,6/29/2015,C1,6/26/2015
2212919,ACTIVE,6/18/2015,1904 LACOMBE AVENUE,2020950,209,,74,BRONX,,,
2212920,ACTIVE,6/18/2015,1114 WARD AVENUE,2023923,209,,5,BRONX,,,
2212922,ACTIVE,6/18/2015,2175 REEDS MILL LANE,2093877,212,,63,ELEVR,,,
2212923,ACTIVE,6/18/2015,170 EAST MOSHOLU PARKWAY SOUTH,2117802,207,,63,ELEVR,,,
2212924,ACTIVE,6/18/2015,170 EAST MOSHOLU PARKWAY SOUTH,2117802,207,,63,ELEVR,,,
2212925,ACTIVE,6/18/2015,4140 HILL AVENUE,2069441,212,,74,BRONX,,,
2212926,ACTIVE,6/18/2015,1861 SCHIEFFELIN PLACE,2093748,212,,63,ELEVR,,,
2212927,ACTIVE,6/18/2015,1450 CLAY AVENUE,2115757,204,,63,ELEVR,,,
2212928,ACTIVE,6/18/2015,EAST  153 STREET,9999992,201,,4,ERT,,,
2212929,CLOSED,6/18/2015,2797 WEBB AVENUE,2015384,208,,2B,BRONX,6/29/2015,I2,6/25/2015
